index_oligo,OHE_pos4_G
150081,0
150082,0
150083,1
150084,0
150085,0
150086,0
150087,0
150088,0
150089,0
150090,1
150091,0
150092,1
150093,0
150094,0
150095,0
150096,0
150097,1
150098,0
150099,0
150100,0
150101,0
150102,1
150103,1
150104,1
150105,0
150106,1
150107,0
150108,0
150109,0
150110,0
150111,0
150112,0
150113,0
150114,0
150115,0
150116,0
150117,1
150118,0
150119,1
150120,0
150121,0
150122,0
150123,0
150124,1
150125,0
150126,0
150127,1
150128,0
150129,0
150130,1
150131,0
150132,0
150133,0
150134,0
150135,0
150136,0
150137,0
150138,0
150139,0
150140,0
150141,0
150142,0
150143,0
150144,1
150145,0
150146,0
150147,0
150148,0
150149,0
150150,1
150151,1
150152,0
150153,0
150154,0
150155,0
150156,0
150157,0
150158,0
150159,0
150160,0
150161,0
150162,1
150163,0
150164,0
150165,1
150166,0
150167,0
150168,0
150169,0
150170,0
150171,0
150172,0
150173,0
150174,0
150175,0
150176,0
150177,0
150178,1
150179,0
150180,0
150181,0
150182,0
150183,0
150184,1
150185,1
150186,0
150187,1
150188,1
150189,0
150190,0
150191,0
150192,0
150193,0
150194,0
150195,0
150196,0
150197,0
150198,0
150199,0
150200,0
150201,0
150202,0
150203,0
150204,0
150205,1
150206,1
150207,0
150208,0
150209,0
150210,0
150211,1
150212,0
150213,0
150214,0
150215,0
150216,0
150217,1
150218,0
150219,0
150220,0
150221,0
150222,0
150223,0
150224,0
150225,1
150226,0
150227,0
150228,0
150229,0
150230,0
150231,0
150232,0
150233,0
150234,0
150235,0
150236,0
150237,0
150238,0
150239,0
150240,0
150241,0
150242,0
150243,0
150244,0
150245,1
150246,0
150247,0
150248,0
150249,0
150250,0
150251,0
150252,0
150253,0
150254,0
150255,0
150256,0
150257,0
150258,0
150259,0
150260,0
150261,0
150262,0
150263,0
150264,0
150265,0
150266,0
150267,0
150268,0
150269,0
150270,0
150271,0
150272,0
150273,0
150274,0
150275,0
150276,0
150277,0
150278,0
150279,0
150280,0
150281,1
150282,1
150283,0
150284,0
150285,1
150286,0
150287,0
150288,0
150289,1
150290,0
150291,0
150292,0
150293,0
150294,0
150295,0
150296,0
150297,0
150298,0
150299,0
150300,1
150301,0
150302,0
150303,0
150304,0
150305,0
150306,0
150307,1
150308,1
150309,0
150310,0
150311,0
150312,0
150313,0
150314,0
150315,0
150316,0
150317,0
150318,0
150319,0
150320,0
150321,0
150322,0
150323,1
150324,1
150325,1
150326,0
150327,0
150328,0
150329,0
150330,0
150331,0
150332,0
150333,0
150334,0
150335,0
150336,1
150337,0
150338,0
150339,0
150340,0
150341,1
150342,0
150343,1
150344,0
150345,0
150346,1
150347,0
150348,0
150349,0
150350,0
150351,1
150352,0
150353,0
150354,0
150355,1
150356,0
150357,0
150358,0
150359,0
150360,0
150361,0
150362,1
150363,0
150364,1
150365,0
150366,0
150367,0
150368,0
150369,1
150370,0
150371,1
150372,0
150373,0
150374,0
150375,0
150376,1
150377,1
150378,0
150379,1
150380,1
150381,0
150382,1
150383,1
150384,0
150385,0
150386,0
150387,0
150388,0
150389,0
150390,0
150391,0
150392,0
150393,1
150394,0
150395,1
150396,0
150397,1
150398,0
150399,0
150400,0
150401,0
150402,0
150403,0
150404,0
150405,0
150406,0
150407,0
150408,0
150409,0
150410,1
150411,1
150412,1
150413,1
150414,0
150415,1
150416,0
150417,0
150418,0
150419,0
150420,0
150421,0
150422,0
150423,0
150424,0
150425,0
150426,0
150427,0
150428,0
150429,0
150430,0
150431,0
150432,0
150433,0
150434,0
150435,0
150436,0
150437,0
150438,0
150439,0
150440,1
150441,0
150442,0
150443,0
150444,0
150445,0
150446,0
150447,0
150448,0
150449,0
150450,1
150451,0
150452,0
150453,1
150454,0
150455,0
150456,0
150457,0
150458,0
150459,0
150460,0
150461,0
150462,0
150463,0
150464,0
150465,0
150466,1
150467,0
150468,0
150469,0
150470,0
150471,1
150472,0
150473,0
150474,0
150475,0
150476,0
150477,0
150478,1
150479,1
150480,0
150481,0
150482,1
150483,0
150484,0
150485,0
150486,0
150487,0
150488,0
150489,0
150490,0
150491,0
150492,0
150493,1
150494,0
150495,0
150496,0
150497,1
150498,0
150499,0
150500,0
150501,1
150502,1
150503,0
150504,0
150505,0
150506,0
150507,0
150508,0
150509,0
150510,0
150511,0
150512,0
150513,0
150514,1
150515,0
150516,0
150517,0
150518,0
150519,0
150520,0
150521,0
150522,0
150523,0
150524,0
150525,0
150526,0
150527,0
150528,0
150529,0
150530,0
150531,0
150532,1
150533,0
150534,0
150535,0
150536,0
150537,0
150538,0
150539,0
150540,0
150541,0
150542,0
150543,0
150544,0
150545,0
150546,0
150547,1
150548,0
150549,0
150550,0
150551,0
150552,0
150553,0
150554,0
150555,0
150556,0
150557,0
150558,0
150559,0
150560,0
150561,1
150562,0
150563,0
150564,1
150565,1
150566,1
150567,0
150568,0
150569,0
150570,0
150571,1
150572,0
150573,1
150574,1
150575,0
150576,0
150577,0
150578,1
150579,0
150580,0
150581,0
150582,0
150583,0
150584,0
150585,1
150586,0
150587,0
150588,1
150589,0
150590,1
150591,1
150592,0
150593,0
150594,0
150595,1
150596,0
150597,0
150598,1
150599,0
150600,0
150601,0
150602,0
150603,0
150604,1
150605,0
150606,0
150607,0
150608,1
150609,0
150610,0
150611,0
150612,1
150613,0
150614,0
150615,0
150616,1
150617,0
150618,0
150619,0
150620,0
150621,0
150622,0
150623,0
150624,0
150625,0
150626,0
150627,0
150628,0
150629,0
150630,0
150631,0
150632,0
150633,0
150634,0
150635,0
150636,0
150637,0
150638,0
150639,0
150640,0
150641,1
150642,0
150643,1
150644,0
150645,0
150646,1
150647,0
150648,1
150649,1
150650,0
150651,0
150652,0
150653,0
150654,0
150655,0
150656,0
150657,0
150658,0
150659,0
150660,0
150661,0
150662,0
150663,0
150664,0
150665,0
150666,0
150667,0
150668,0
150669,0
150670,0
150671,0
150672,0
150673,0
150674,0
150675,1
150676,0
150677,0
150678,0
150679,0
150680,0
150681,0
150682,0
150683,0
150684,1
150685,0
150686,0
150687,0
150688,1
150689,0
150690,0
150691,0
150692,0
150693,0
150694,0
150695,0
150696,1
150697,0
150698,1
150699,0
150700,0
150701,0
150702,0
150703,0
150704,0
150705,0
150706,0
150707,0
150708,0
150709,0
150710,1
150711,0
150712,0
150713,0
150714,0
150715,0
150716,0
150717,1
150718,0
150719,0
150720,0
150721,1
150722,0
150723,0
150724,0
150725,1
150726,0
150727,0
150728,0
150729,0
150730,0
150731,1
150732,0
150733,0
150734,0
150735,1
150736,0
150737,0
150738,0
150739,0
150740,0
150741,0
150742,0
150743,1
150744,1
150745,0
150746,0
150747,0
150748,0
150749,0
150750,1
150751,0
150752,0
150753,0
150754,0
150755,0
150756,1
150757,1
150758,0
150759,1
150760,0
150761,0
150762,0
150763,0
150764,0
150765,0
150766,1
150767,1
150768,1
150769,0
150770,0
150771,0
150772,1
150773,0
150774,1
150775,0
150776,0
150777,0
150778,0
150779,0
150780,0
150781,1
150782,0
150783,0
150784,0
150785,0
150786,0
150787,0
150788,1
150789,0
150790,0
150791,1
150792,1
150793,0
150794,1
150795,1
150796,0
150797,0
150798,0
150799,0
150800,0
150801,0
150802,0
150803,0
150804,0
150805,0
150806,1
150807,1
150808,0
150809,0
150810,0
150811,0
150812,0
150813,0
150814,0
150815,1
150816,0
150817,0
150818,0
150819,0
150820,0
150821,0
150822,0
150823,0
150824,0
150825,0
150826,0
150827,0
150828,0
150829,0
150830,0
150831,0
150832,0
150833,0
150834,0
150835,0
150836,1
150837,1
150838,0
150839,0
150840,0
150841,0
150842,1
150843,0
150844,0
150845,0
150846,0
150847,0
150848,1
150849,0
150850,0
150851,0
150852,0
150853,0
150854,0
150855,0
150856,0
150857,0
150858,1
150859,0
150860,0
150861,0
150862,0
150863,1
150864,0
150865,1
150866,0
150867,0
150868,0
150869,0
150870,0
150871,0
150872,0
150873,0
150874,0
150875,0
150876,0
150877,0
150878,0
150879,0
150880,1
150881,0
150882,0
150883,0
150884,1
150885,0
150886,0
150887,1
150888,1
150889,0
150890,0
150891,1
150892,0
150893,0
150894,0
150895,1
150896,1
150897,1
150898,0
150899,1
150900,1
150901,0
150902,1
150903,1
150904,0
150905,1
150906,1
150907,0
150908,0
150909,1
150910,1
150911,1
150912,1
150913,0
150914,0
150915,1
150916,0
150917,0
150918,1
150919,0
150920,0
150921,0
150922,0
150923,0
150924,0
150925,1
150926,0
150927,1
150928,0
150929,0
150930,1
150931,0
150932,1
150933,0
150934,0
150935,1
150936,0
150937,0
150938,0
150939,0
150940,0
150941,1
150942,0
150943,0
150944,0
150945,0
150946,0
150947,1
150948,0
150949,0
150950,0
150951,0
150952,0
150953,0
150954,0
150955,0
150956,0
150957,1
150958,0
150959,0
150960,0
150961,0
150962,0
150963,0
150964,0
150965,1
150966,0
150967,0
150968,0
150969,0
150970,0
150971,0
150972,0
150973,1
150974,0
150975,0
150976,1
150977,0
150978,0
150979,0
150980,0
150981,0
150982,0
150983,0
150984,0
150985,0
150986,0
150987,1
150988,0
150989,0
150990,0
150991,0
150992,0
150993,0
150994,0
150995,0
150996,0
150997,1
150998,0
150999,0
151000,0
151001,0
151002,0
151003,0
151004,0
151005,0
151006,0
151007,0
151008,0
151009,1
151010,1
151011,0
151012,0
151013,0
151014,0
151015,1
151016,0
151017,1
151018,0
151019,0
151020,0
151021,0
151022,0
151023,0
151024,0
151025,0
151026,0
151027,1
151028,0
151029,0
151030,0
151031,0
151032,0
151033,0
151034,0
151035,0
151036,0
151037,0
151038,0
151039,0
151040,0
151041,0
151042,0
151043,0
151044,0
151045,0
151046,0
151047,0
151048,0
151049,0
151050,0
151051,0
151052,0
151053,0
151054,0
151055,1
151056,0
151057,0
151058,0
151059,0
151060,0
151061,0
151062,1
151063,1
151064,0
151065,0
151066,0
151067,1
151068,1
151069,0
151070,1
151071,1
151072,0
151073,0
151074,0
151075,0
151076,0
151077,0
151078,0
151079,1
151080,0
151081,0
151082,0
151083,1
151084,0
151085,0
151086,0
151087,0
151088,0
151089,0
151090,0
151091,0
151092,1
151093,0
151094,0
151095,0
151096,0
151097,0
151098,0
151099,0
151100,0
151101,0
151102,0
151103,0
151104,0
151105,0
151106,0
151107,0
151108,0
151109,0
151110,0
151111,0
151112,0
151113,0
151114,0
151115,0
151116,0
151117,0
151118,0
151119,0
151120,0
151121,0
151122,0
151123,0
151124,0
151125,0
151126,0
151127,0
151128,0
151129,1
151130,1
151131,0
151132,0
151133,0
151134,0
151135,0
151136,0
151137,1
151138,0
151139,1
151140,0
151141,1
151142,0
151143,0
151144,0
151145,0
151146,0
151147,0
151148,0
151149,0
151150,0
151151,0
151152,0
151153,0
151154,0
151155,0
151156,0
151157,0
151158,1
151159,0
151160,0
151161,0
151162,0
151163,0
151164,0
151165,0
151166,0
151167,0
151168,1
151169,0
151170,1
151171,0
151172,0
151173,0
151174,0
151175,0
151176,0
151177,0
151178,0
151179,0
151180,0
151181,0
151182,1
151183,0
151184,0
151185,0
151186,0
151187,1
151188,0
151189,0
151190,1
151191,0
151192,0
151193,0
151194,0
151195,0
151196,0
151197,0
151198,1
151199,0
151200,1
151201,1
151202,0
151203,1
151204,0
151205,0
151206,0
151207,0
151208,1
151209,0
151210,0
151211,0
151212,0
151213,0
151214,0
151215,0
151216,0
151217,0
151218,1
151219,0
151220,1
151221,0
151222,0
151223,0
151224,0
151225,0
151226,0
151227,1
151228,0
151229,1
151230,0
151231,1
151232,0
151233,0
151234,0
151235,0
151236,0
151237,0
151238,0
151239,0
151240,0
151241,0
151242,0
151243,0
151244,0
151245,0
151246,0
151247,0
151248,0
151249,0
151250,0
151251,0
151252,0
151253,0
151254,0
151255,1
151256,0
151257,0
151258,0
151259,0
151260,0
151261,0
151262,0
151263,0
151264,0
151265,1
151266,0
151267,0
151268,0
151269,0
151270,0
151271,0
151272,0
151273,0
151274,1
151275,0
151276,0
151277,1
151278,1
151279,0
151280,0
151281,1
151282,0
151283,0
151284,0
151285,0
151286,0
151287,0
151288,0
151289,0
151290,0
151291,0
151292,0
151293,0
151294,1
151295,0
151296,0
151297,0
151298,0
151299,0
151300,0
151301,0
151302,0
151303,0
151304,1
151305,0
151306,0
151307,0
151308,0
151309,0
151310,0
151311,0
151312,1
151313,0
151314,0
151315,0
151316,0
151317,1
151318,1
151319,1
151320,1
151321,0
151322,0
151323,1
151324,0
151325,1
151326,0
151327,1
151328,0
151329,1
151330,0
151331,0
151332,0
151333,0
151334,0
151335,0
151336,0
151337,0
151338,0
151339,0
151340,0
151341,0
151342,0
151343,0
151344,0
151345,0
151346,1
151347,1
151348,0
151349,0
151350,0
151351,1
151352,0
151353,0
151354,0
151355,0
151356,1
151357,1
151358,0
151359,0
151360,0
151361,0
151362,0
151363,0
151364,1
151365,0
151366,0
151367,0
151368,0
151369,0
151370,0
151371,1
151372,1
151373,1
151374,0
151375,0
151376,1
151377,0
151378,0
151379,0
151380,1
151381,0
151382,0
151383,0
151384,0
151385,1
151386,0
151387,0
151388,0
151389,0
151390,0
151391,0
151392,0
151393,0
151394,1
151395,1
151396,1
151397,1
151398,0
151399,0
151400,0
151401,0
151402,0
151403,0
151404,0
151405,0
151406,0
151407,0
151408,0
151409,1
151410,1
151411,0
151412,0
151413,0
151414,0
151415,0
151416,0
151417,0
151418,1
151419,0
151420,0
151421,0
151422,0
151423,0
151424,0
151425,0
151426,0
151427,0
151428,1
151429,1
151430,0
151431,1
151432,0
151433,0
151434,0
151435,1
151436,0
151437,1
151438,1
151439,0
151440,0
151441,0
151442,0
151443,1
151444,0
151445,0
151446,0
151447,0
151448,0
151449,0
151450,1
151451,0
151452,1
151453,0
151454,0
151455,0
151456,1
151457,0
151458,0
151459,0
151460,1
151461,0
151462,1
151463,1
151464,0
151465,0
151466,0
151467,0
151468,0
151469,0
151470,0
151471,0
151472,1
151473,0
151474,0
151475,0
151476,1
151477,0
151478,1
151479,0
151480,0
151481,0
151482,0
151483,0
151484,0
151485,0
151486,0
151487,0
151488,0
151489,0
151490,0
151491,0
151492,1
151493,0
151494,0
151495,0
151496,0
151497,0
151498,0
151499,0
151500,0
151501,0
151502,0
151503,0
151504,0
151505,1
151506,0
151507,0
151508,1
151509,0
151510,0
151511,0
151512,1
151513,0
151514,1
151515,0
151516,0
151517,0
151518,0
151519,0
151520,0
151521,0
151522,0
151523,0
151524,0
151525,0
151526,0
151527,1
151528,0
151529,0
151530,0
151531,0
151532,1
151533,0
151534,0
151535,0
151536,0
151537,0
151538,0
151539,1
151540,1
151541,0
151542,0
151543,0
151544,0
151545,0
151546,0
151547,0
151548,0
151549,0
151550,0
151551,1
151552,0
151553,1
151554,1
151555,0
151556,1
151557,0
151558,0
151559,0
151560,1
151561,0
151562,0
151563,0
151564,0
151565,0
151566,0
151567,0
151568,0
151569,0
151570,0
151571,0
151572,0
151573,0
151574,0
151575,0
151576,0
151577,0
151578,0
151579,1
151580,1
151581,1
151582,0
151583,0
151584,0
151585,1
151586,0
151587,0
151588,0
151589,0
151590,1
151591,0
151592,0
151593,0
151594,1
151595,1
151596,0
151597,1
151598,1
151599,1
151600,0
151601,0
151602,1
151603,0
151604,0
151605,1
151606,0
151607,0
151608,0
151609,1
151610,0
151611,0
151612,0
151613,0
151614,0
151615,0
151616,0
151617,0
151618,0
151619,0
151620,0
151621,1
151622,0
151623,1
151624,0
151625,1
151626,0
151627,0
151628,0
151629,0
151630,0
151631,1
151632,0
151633,0
151634,0
151635,0
151636,0
151637,0
151638,0
151639,0
151640,0
151641,1
151642,0
151643,0
151644,0
151645,1
151646,0
151647,1
151648,0
151649,0
151650,0
151651,0
151652,0
151653,0
151654,0
151655,0
151656,0
151657,1
151658,0
151659,0
151660,0
151661,0
151662,0
151663,1
151664,1
151665,0
151666,0
151667,1
151668,0
151669,0
151670,0
151671,0
151672,0
151673,1
151674,0
151675,0
151676,0
151677,0
151678,0
151679,0
151680,0
151681,0
151682,0
151683,0
151684,0
151685,1
151686,0
151687,1
151688,1
151689,1
151690,0
151691,1
151692,0
151693,0
151694,0
151695,0
151696,1
151697,0
151698,0
151699,0
151700,0
151701,0
151702,0
151703,0
151704,1
151705,1
151706,1
151707,0
151708,0
151709,0
151710,0
151711,0
151712,0
151713,1
151714,0
151715,1
151716,1
151717,0
151718,0
151719,0
151720,0
151721,0
151722,0
151723,0
151724,0
151725,1
151726,0
151727,0
151728,0
151729,0
151730,0
151731,0
151732,0
151733,1
151734,0
151735,0
151736,0
151737,0
151738,0
151739,0
151740,0
151741,0
151742,0
151743,0
151744,0
151745,0
151746,0
151747,0
151748,0
151749,0
151750,0
151751,0
151752,0
151753,0
151754,1
151755,1
151756,1
151757,1
151758,0
151759,0
151760,0
151761,1
151762,0
151763,0
151764,0
151765,0
151766,1
151767,0
151768,0
151769,0
151770,0
151771,0
151772,1
151773,0
151774,0
151775,0
151776,0
151777,0
151778,0
151779,0
151780,0
151781,0
151782,0
151783,0
151784,0
151785,0
151786,0
151787,0
151788,0
151789,0
151790,1
151791,0
151792,0
151793,0
151794,1
151795,0
151796,0
151797,0
151798,1
151799,0
151800,0
151801,1
151802,0
151803,0
151804,1
151805,0
151806,0
151807,0
151808,0
151809,0
151810,0
151811,0
151812,1
151813,1
151814,0
151815,0
151816,0
151817,0
151818,0
151819,1
151820,0
151821,0
151822,0
151823,1
151824,0
151825,1
151826,0
151827,1
151828,1
151829,0
151830,0
151831,0
151832,1
151833,0
151834,0
151835,0
151836,0
151837,0
151838,0
151839,0
151840,0
151841,0
151842,0
151843,0
151844,0
151845,1
151846,1
151847,0
151848,0
151849,0
151850,0
151851,0
151852,0
151853,1
151854,0
151855,0
151856,1
151857,0
151858,0
151859,0
151860,1
151861,0
151862,0
151863,0
151864,0
151865,1
151866,0
151867,0
151868,0
151869,0
151870,0
151871,0
151872,0
151873,0
151874,0
151875,0
151876,0
151877,0
151878,0
151879,1
151880,0
151881,0
151882,0
151883,0
151884,0
151885,1
151886,1
151887,0
151888,0
151889,0
151890,0
151891,0
151892,0
151893,0
151894,0
151895,0
151896,0
151897,1
151898,0
151899,0
151900,0
151901,1
151902,0
151903,1
151904,1
151905,1
151906,1
151907,1
151908,1
151909,0
151910,0
151911,0
151912,0
151913,0
151914,1
151915,1
151916,0
151917,1
151918,0
151919,0
151920,0
151921,0
151922,0
151923,0
151924,0
151925,1
151926,0
151927,0
151928,0
151929,0
151930,0
151931,1
151932,1
151933,0
151934,0
151935,0
151936,0
151937,1
151938,0
151939,1
151940,0
151941,0
151942,0
151943,0
151944,1
151945,0
151946,0
151947,0
151948,0
151949,1
151950,0
151951,0
151952,0
151953,0
151954,1
151955,0
151956,0
151957,1
151958,0
151959,0
151960,1
151961,1
151962,1
151963,0
151964,0
151965,1
151966,0
151967,0
151968,0
151969,0
151970,0
151971,1
151972,0
151973,0
151974,1
151975,0
151976,1
151977,0
151978,0
151979,0
151980,0
151981,0
151982,0
151983,0
151984,0
151985,0
151986,0
151987,0
151988,0
151989,1
151990,1
151991,0
151992,1
151993,1
151994,0
151995,0
151996,0
151997,0
151998,0
151999,0
152000,1
152001,0
152002,0
152003,0
152004,0
152005,0
152006,1
152007,0
152008,0
152009,0
152010,0
152011,0
152012,0
152013,0
152014,0
152015,0
152016,0
152017,0
152018,0
152019,0
152020,1
152021,0
152022,1
152023,0
152024,0
152025,0
152026,0
152027,1
152028,0
152029,0
152030,0
152031,1
152032,0
152033,0
152034,0
152035,0
152036,1
152037,0
152038,0
152039,0
152040,1
152041,0
152042,0
152043,0
152044,0
152045,0
152046,0
152047,0
152048,0
152049,1
152050,0
152051,0
152052,0
152053,1
152054,1
152055,0
152056,0
152057,1
152058,0
152059,0
152060,0
152061,0
152062,0
152063,0
152064,0
152065,1
152066,0
152067,0
152068,0
152069,0
152070,0
152071,0
152072,0
152073,0
152074,0
152075,1
152076,0
152077,0
152078,0
152079,0
152080,0
152081,0
152082,0
152083,0
152084,0
152085,0
152086,0
152087,0
152088,0
152089,0
152090,0
152091,0
152092,0
152093,1
152094,0
152095,0
152096,0
152097,0
152098,0
152099,1
152100,0
152101,0
152102,0
152103,0
152104,0
152105,0
152106,0
152107,0
152108,1
152109,0
152110,1
152111,0
152112,0
152113,0
152114,0
152115,0
152116,0
152117,0
152118,0
152119,1
152120,0
152121,0
152122,0
152123,0
152124,0
152125,1
152126,0
152127,0
152128,0
152129,0
152130,0
152131,0
152132,0
152133,0
152134,1
152135,0
152136,0
152137,0
152138,0
152139,0
152140,1
152141,0
152142,0
152143,1
152144,0
152145,0
152146,0
152147,0
152148,0
152149,0
152150,0
152151,0
152152,1
152153,1
152154,1
152155,0
152156,0
152157,0
152158,0
152159,0
152160,1
152161,0
152162,0
152163,0
152164,0
152165,0
152166,0
152167,0
152168,0
152169,0
152170,0
152171,0
152172,1
152173,0
152174,1
152175,0
152176,1
152177,1
152178,0
152179,1
152180,0
152181,0
152182,0
152183,0
152184,0
152185,0
152186,0
152187,1
152188,0
152189,1
152190,0
152191,1
152192,0
152193,1
152194,0
152195,1
152196,1
152197,0
152198,0
152199,1
152200,0
152201,0
152202,0
152203,0
152204,1
152205,1
152206,1
152207,0
152208,0
152209,0
152210,0
152211,0
152212,0
152213,0
152214,1
152215,1
152216,1
152217,0
152218,1
152219,0
152220,0
152221,0
152222,0
152223,0
152224,0
152225,0
152226,1
152227,0
152228,0
152229,0
152230,0
152231,0
152232,1
152233,1
152234,0
152235,0
152236,0
152237,0
152238,1
152239,0
152240,1
152241,1
152242,0
152243,0
152244,0
152245,0
152246,0
152247,1
152248,0
152249,0
152250,0
152251,1
152252,1
152253,1
152254,1
152255,1
152256,0
152257,1
152258,0
152259,0
152260,0
152261,0
152262,1
152263,1
152264,0
152265,0
152266,0
152267,0
152268,0
152269,1
152270,0
152271,1
152272,0
152273,0
152274,1
152275,0
152276,0
152277,0
152278,0
152279,0
152280,0
152281,0
152282,1
152283,0
152284,1
152285,0
152286,0
152287,0
152288,0
152289,0
152290,0
152291,0
152292,0
152293,0
152294,0
152295,0
152296,0
152297,0
152298,0
152299,1
152300,1
152301,0
152302,0
152303,0
152304,0
152305,0
152306,1
152307,0
152308,0
152309,0
152310,1
152311,1
152312,1
152313,0
152314,0
152315,0
152316,1
152317,1
152318,0
152319,0
152320,0
152321,0
152322,0
152323,0
152324,1
152325,1
152326,0
152327,1
152328,0
152329,0
152330,0
152331,0
152332,0
152333,0
152334,0
152335,0
152336,0
152337,0
152338,0
152339,0
152340,0
152341,0
152342,0
152343,0
152344,0
152345,0
152346,1
152347,0
152348,0
152349,0
152350,0
152351,0
152352,1
152353,0
152354,0
152355,0
152356,0
152357,0
152358,0
152359,0
152360,0
152361,0
152362,0
152363,0
152364,0
152365,0
152366,0
152367,0
152368,0
152369,0
152370,0
152371,1
152372,1
152373,0
152374,0
152375,0
152376,0
152377,0
152378,0
152379,0
152380,1
152381,0
152382,0
152383,0
152384,0
152385,1
152386,0
152387,0
152388,0
152389,1
152390,1
152391,1
152392,1
152393,0
152394,1
152395,0
152396,0
152397,0
152398,0
152399,1
152400,1
152401,1
152402,0
152403,0
152404,1
152405,0
152406,1
152407,0
152408,0
152409,1
152410,0
152411,0
152412,1
152413,0
152414,0
152415,1
152416,0
152417,0
152418,0
152419,0
152420,0
152421,0
152422,0
152423,0
152424,0
152425,0
152426,0
152427,0
152428,0
152429,0
152430,0
152431,1
152432,0
152433,0
152434,0
152435,0
152436,0
152437,1
152438,1
152439,1
152440,1
152441,0
152442,0
152443,0
152444,0
152445,0
152446,0
152447,1
152448,0
152449,0
152450,1
152451,0
152452,0
152453,0
152454,0
152455,0
152456,0
152457,0
152458,0
152459,0
152460,0
152461,0
152462,1
152463,0
152464,0
152465,0
152466,1
152467,1
152468,0
152469,0
152470,1
152471,1
152472,0
152473,0
152474,0
152475,0
152476,0
152477,0
152478,0
152479,0
152480,1
152481,0
152482,1
152483,0
152484,1
152485,0
152486,0
152487,0
152488,0
152489,0
152490,1
152491,0
152492,1
152493,0
152494,0
152495,0
152496,0
152497,1
152498,1
152499,0
152500,0
152501,0
152502,0
152503,1
152504,1
152505,0
152506,1
152507,0
152508,1
152509,0
152510,0
152511,0
152512,0
152513,1
152514,0
152515,0
152516,0
152517,1
152518,1
152519,0
152520,0
152521,0
152522,0
152523,0
152524,0
152525,1
152526,0
152527,0
152528,1
152529,0
152530,0
152531,0
152532,1
152533,0
152534,0
152535,0
152536,0
152537,1
152538,0
152539,1
152540,0
152541,0
152542,0
152543,0
152544,0
152545,0
152546,0
152547,0
152548,0
152549,0
152550,0
152551,0
152552,1
152553,1
152554,0
152555,1
152556,0
152557,1
152558,0
152559,1
152560,1
152561,0
152562,0
152563,0
152564,0
152565,0
152566,0
152567,1
152568,0
152569,0
152570,1
152571,0
152572,1
152573,1
152574,1
152575,0
152576,1
152577,0
152578,0
152579,1
152580,0
152581,0
152582,0
152583,1
152584,0
152585,1
152586,0
152587,0
152588,0
152589,0
152590,1
152591,1
152592,0
152593,0
152594,0
152595,0
152596,0
152597,0
152598,0
152599,0
152600,0
152601,0
152602,0
152603,1
152604,0
152605,0
152606,1
152607,0
152608,0
152609,1
152610,1
152611,0
152612,0
152613,0
152614,1
152615,0
152616,1
152617,0
152618,1
152619,0
152620,1
152621,0
152622,0
152623,1
152624,0
152625,1
152626,0
152627,1
152628,0
152629,1
152630,0
152631,0
152632,1
152633,0
152634,0
152635,1
152636,0
152637,0
152638,0
152639,1
152640,1
152641,1
152642,0
152643,1
152644,0
152645,0
152646,0
152647,0
152648,0
152649,0
152650,0
152651,0
152652,0
152653,0
152654,0
152655,0
152656,0
152657,0
152658,0
152659,0
152660,0
152661,0
152662,1
152663,1
152664,0
152665,0
152666,0
152667,1
152668,0
152669,0
152670,0
152671,0
152672,0
152673,1
152674,0
152675,0
152676,1
152677,0
152678,0
152679,0
152680,0
152681,1
152682,0
152683,0
152684,1
152685,0
152686,0
152687,1
152688,0
152689,1
152690,1
152691,0
152692,0
152693,0
152694,0
152695,1
152696,1
152697,1
152698,0
152699,0
152700,0
152701,0
152702,0
152703,0
152704,1
152705,0
152706,0
152707,1
152708,0
152709,0
152710,0
152711,0
152712,1
152713,0
152714,0
152715,1
152716,0
152717,1
152718,0
152719,0
152720,1
152721,0
152722,1
152723,0
152724,0
152725,0
152726,1
152727,0
152728,1
152729,0
152730,0
152731,0
152732,0
152733,0
152734,1
152735,1
152736,0
152737,0
152738,0
152739,0
152740,1
152741,1
152742,1
152743,0
152744,0
152745,1
152746,0
152747,1
152748,0
152749,0
152750,0
152751,0
152752,0
152753,0
152754,0
152755,1
152756,0
152757,0
152758,0
152759,0
152760,0
152761,0
152762,0
152763,1
152764,1
152765,0
152766,0
152767,0
152768,0
152769,0
152770,1
152771,1
152772,0
152773,1
152774,1
152775,0
152776,0
152777,0
152778,1
152779,0
152780,0
152781,0
152782,0
152783,0
152784,0
152785,0
152786,0
152787,0
152788,0
152789,1
152790,0
152791,1
152792,0
152793,0
152794,0
152795,0
152796,0
152797,0
152798,0
152799,0
152800,1
152801,0
152802,0
152803,0
152804,0
152805,1
152806,0
152807,0
152808,0
152809,1
152810,1
152811,0
152812,1
152813,0
152814,0
152815,0
152816,0
152817,0
152818,0
152819,0
152820,1
152821,0
152822,0
152823,1
152824,0
152825,0
152826,0
152827,0
152828,1
152829,0
152830,0
152831,1
152832,0
152833,0
152834,0
152835,0
152836,0
152837,0
152838,1
152839,0
152840,0
152841,0
152842,1
152843,0
152844,0
152845,0
152846,0
152847,1
152848,0
152849,0
152850,0
152851,0
152852,0
152853,0
152854,0
152855,1
152856,0
152857,1
152858,0
152859,0
152860,0
152861,1
152862,1
152863,0
152864,0
152865,0
152866,0
152867,0
152868,1
152869,0
152870,0
152871,0
152872,1
152873,0
152874,1
152875,0
152876,1
